sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Male,45,Non-White,0,1,0,0,1,121.0,128.0,3,1,3,Low,1,270.0,270.0
Male,50,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,30,Non-White,0,9,0,0,15,-4.0,5.0,3,1,2,Low,7,-1.0,1.0
Male,25,Non-White,0,3,0,0,1,37.0,156.0,3,1,2,Low,4,1.0,1.0
Male,46,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,43,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,43,White,0,1,0,0,0,-1.0,1.0,3,1,2,Low,1,1.0,4.0
Male,24,White,0,2,0,0,0,-1.0,1.0,3,1,2,Low,3,1.0,14.0
Male,20,White,0,6,0,0,2,-2.0,2.0,3,0,1,Low,7,1.0,0.0
Male,34,Non-White,0,7,0,0,10,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,56,Non-White,0,1,0,0,2,-108.0,108.0,3,0,1,Low,1,1.0,0.0
Male,33,White,0,7,0,0,0,-1.0,1.0,2,0,1,Low,6,5.0,0.0
Male,26,White,0,2,0,0,2,-1.0,1.0,3,0,1,Low,3,3.0,0.0
Male,31,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,23,Non-White,0,3,0,3,1,-24.0,24.0,3,1,2,Low,4,22.0,0.0
Male,60,Non-White,0,1,0,0,1,-39.0,39.0,3,0,1,Low,1,38.0,0.0
Male,39,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,18.0,0.0
Male,50,Non-White,0,1,0,0,4,-1.0,1.0,3,1,2,Low,1,1.0,0.0
Male,25,Non-White,0,6,0,0,0,-1.0,2.0,2,0,1,Low,7,2.0,0.0
Female,22,Non-White,0,6,0,0,0,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Female,25,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,32,Non-White,0,6,0,0,0,-1.0,1.0,2,0,1,Low,6,1.0,0.0
Male,20,White,0,3,0,0,0,0.0,0.0,3,0,1,Low,5,1.0,0.0
Female,21,Non-White,0,9,1,0,2,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,28,White,0,3,0,0,1,-5.0,5.0,3,0,1,Low,2,5.0,0.0
Male,20,White,0,4,0,0,1,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,54,Non-White,0,5,0,0,12,0.0,0.0,2,1,2,High,2,118.0,381.0
Male,22,Non-White,0,8,0,0,11,-1.0,1.0,3,0,1,Low,6,149.0,0.0
Female,27,Non-White,0,6,0,0,2,-1.0,1.0,3,1,2,High,4,4.0,0.0
Male,45,White,0,5,0,0,5,-4.0,4.0,3,1,2,Low,3,1.0,1.0
Male,34,Non-White,3,7,1,0,13,-1.0,1.0,3,1,2,Low,2,1.0,0.0
Female,55,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,24,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,20,Non-White,0,10,0,1,0,0.0,0.0,3,1,3,High,9,1.0,0.0
Female,24,Non-White,3,10,0,0,7,-13.0,13.0,3,0,1,Low,9,4.0,0.0
Male,46,Non-White,1,7,0,0,10,-1.0,1.0,3,0,1,Low,2,33.0,0.0
Male,36,White,0,1,0,0,1,0.0,0.0,2,0,1,Low,1,-1.0,0.0
Male,37,Non-White,0,5,0,0,5,0.0,1.0,2,1,2,Low,3,6.0,0.0
Male,39,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,34,White,0,1,0,0,1,-21.0,21.0,2,0,1,Low,2,1.0,0.0
Female,41,Non-White,0,6,0,0,2,-26.0,27.0,3,1,3,Low,5,23.0,0.0
Male,21,Non-White,0,6,0,0,1,-1.0,1.0,3,1,2,Low,6,1.0,7.0
Male,38,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,22,Non-White,0,3,0,0,3,-1.0,1.0,3,1,2,Low,4,8.0,0.0
Male,24,Non-White,0,8,0,0,0,0.0,0.0,3,0,1,Low,6,1.0,0.0
Male,42,White,0,4,0,0,8,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Female,23,Non-White,0,4,0,0,0,-1.0,1.0,2,1,2,Low,5,1.0,0.0
Female,40,Non-White,0,1,0,0,1,-73.0,73.0,3,0,1,Low,1,1.0,0.0
Male,19,Non-White,3,9,0,0,2,-43.0,43.0,3,1,3,Low,9,43.0,375.0
Male,20,White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,7,3.0,0.0
Male,57,Non-White,0,1,0,0,3,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,44,White,0,1,0,0,0,-1.0,1.0,3,1,2,Low,1,1.0,0.0
Male,20,Non-White,0,4,0,0,0,-1.0,1.0,2,1,2,High,7,1.0,2.0
Male,27,Non-White,0,10,0,1,1,-95.0,1227.0,3,0,1,Low,7,30.0,0.0
Male,34,White,0,4,0,0,3,-1.0,1.0,2,0,1,Low,1,9.0,0.0
Male,53,White,0,1,0,0,0,-1.0,2.0,2,0,1,Low,1,2.0,0.0
Female,34,White,0,6,0,0,7,0.0,0.0,2,0,1,Low,5,1.0,0.0
Male,57,Non-White,0,4,0,0,8,-131.0,131.0,3,0,1,Low,3,127.0,0.0
Male,27,Non-White,0,5,0,0,5,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,29,Non-White,0,2,0,0,0,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,20,White,0,10,0,0,0,-1.0,1.0,2,1,2,High,9,1.0,7.0
Male,20,Non-White,0,6,0,0,0,-3.0,4.0,3,0,1,Low,8,1.0,0.0
Male,28,White,0,4,0,0,1,-1.0,1.0,3,1,2,Low,3,30.0,22.0
Male,29,Non-White,0,7,0,0,9,0.0,1.0,3,1,2,High,4,4.0,1.0
Male,21,Non-White,0,9,0,0,0,-1.0,1.0,3,1,2,Low,10,1.0,0.0
Male,45,Non-White,0,3,0,0,4,114.0,154.0,2,1,2,Low,1,-1.0,1.0
Female,24,Non-White,0,6,0,0,2,-1.0,1.0,3,1,2,Low,4,57.0,117.0
Male,60,Non-White,0,4,0,0,15,-38.0,38.0,3,1,3,Low,1,38.0,28.0
Male,43,Non-White,1,4,0,0,8,34.0,45.0,3,1,2,Low,5,38.0,0.0
Male,21,Non-White,0,4,0,0,0,-3.0,4.0,3,1,2,Low,6,-1.0,1.0
Female,24,Non-White,0,5,0,0,0,0.0,1.0,3,0,1,Low,4,1.0,0.0
Male,23,Non-White,0,5,1,0,3,-1.0,1.0,3,1,2,Low,7,6.0,0.0
Male,27,White,0,4,0,0,0,0.0,0.0,3,0,1,Low,3,12.0,0.0
Male,24,White,0,4,0,0,0,-2.0,2.0,3,0,1,Low,4,1.0,0.0
Male,31,Non-White,0,6,1,0,6,27.0,291.0,2,1,3,High,8,48.0,49.0
Female,21,White,1,5,0,0,1,-525.0,525.0,3,0,1,Low,6,493.0,0.0
Female,23,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,5,3.0,0.0
Male,22,Non-White,0,4,0,0,0,-5.0,6.0,3,1,2,Low,6,5.0,33.0
Female,46,Non-White,0,6,0,0,4,-56.0,56.0,3,0,1,Low,3,55.0,0.0
Male,53,Non-White,0,9,0,0,3,-241.0,2757.0,2,0,1,Low,3,206.0,0.0
Male,54,White,0,1,0,0,0,0.0,1.0,3,0,1,Low,1,1.0,0.0
Female,26,White,0,4,0,0,2,-2.0,2.0,3,0,1,Low,2,2.0,0.0
Female,37,White,0,2,0,0,5,-36.0,37.0,3,1,2,Low,1,33.0,0.0
Female,35,Non-White,0,6,0,0,7,-1.0,1.0,3,1,2,High,2,1.0,1.0
Male,20,Non-White,0,4,0,0,0,0.0,1.0,3,0,1,Low,6,1.0,0.0
Female,53,Non-White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,26,Non-White,0,4,0,0,9,-1.0,1.0,2,1,2,High,4,1.0,1.0
Male,48,Non-White,0,4,0,0,7,-1.0,1.0,2,1,2,Low,2,4.0,0.0
Male,19,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,7,1.0,0.0
Male,63,Non-White,0,9,0,0,22,272.0,150.0,2,1,3,Low,5,9.0,9.0
Female,56,Non-White,0,1,0,0,2,-1.0,1.0,2,1,2,Low,1,1.0,0.0
Male,47,Non-White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,25,Non-White,0,7,0,0,6,0.0,0.0,3,1,3,High,4,1.0,25.0
Female,49,White,0,1,0,0,0,0.0,1.0,3,0,1,Low,1,-1.0,0.0
Male,34,White,0,2,0,0,0,-1.0,1.0,2,1,2,Low,1,29.0,3.0
Male,21,Non-White,0,6,0,0,0,-1.0,1.0,2,1,2,Low,9,1.0,1471.0
Male,23,White,0,6,0,0,0,-3.0,3.0,3,1,3,Low,5,1.0,15.0
Male,57,White,0,1,0,0,0,-2.0,2.0,3,0,1,Low,1,-1.0,0.0
Male,29,White,0,5,1,0,8,-91.0,91.0,3,1,2,Low,3,8.0,0.0
Male,48,Non-White,0,9,0,0,10,-1.0,1.0,3,0,1,Low,4,6.0,0.0
Female,34,Non-White,0,2,0,0,0,212.0,1.0,3,1,3,High,1,13.0,5.0
Male,25,White,0,10,0,0,5,-1.0,1.0,3,1,2,High,5,35.0,214.0
Female,42,Non-White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,51,Non-White,0,5,0,0,1,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,31,Non-White,0,2,1,0,5,0.0,0.0,2,0,1,Low,2,1.0,0.0
Male,53,Non-White,0,5,0,0,13,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Female,43,Non-White,0,7,0,0,6,0.0,1.0,3,0,1,Low,3,1.0,0.0
Female,25,White,0,7,0,0,0,0.0,0.0,2,0,1,Low,4,1.0,0.0
Male,34,Non-White,0,1,0,0,0,-3.0,3.0,3,0,1,Low,2,1.0,0.0
Female,27,White,0,5,0,0,2,0.0,1.0,3,1,2,Low,2,1.0,8.0
Male,40,Non-White,0,6,1,0,10,-52.0,52.0,3,0,1,Low,4,52.0,0.0
Male,51,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,5.0,0.0
Male,26,White,0,4,0,0,1,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,47,Non-White,0,6,0,0,5,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,27,White,0,7,1,2,5,-1.0,1.0,2,0,1,Low,3,4.0,0.0
Male,22,White,0,4,0,1,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,36,White,0,2,0,0,0,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,57,White,0,4,0,0,1,0.0,0.0,2,0,1,Low,1,13.0,0.0
Female,36,Non-White,0,3,0,0,1,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,41,White,0,3,0,0,4,-3.0,3.0,3,1,2,Low,1,1.0,93.0
Male,53,Non-White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,36,White,0,2,0,0,2,-40.0,40.0,3,0,1,Low,2,37.0,0.0
Male,21,Non-White,0,4,0,0,2,-34.0,34.0,3,0,1,Low,6,34.0,0.0
Male,25,Non-White,0,6,3,1,6,-1.0,1.0,2,0,1,Low,7,1.0,0.0
Male,27,Non-White,0,4,0,0,1,284.0,1088.0,3,1,2,High,3,3.0,3.0
Female,31,Non-White,0,3,0,0,2,-1.0,1.0,3,1,3,Low,1,1.0,1.0
Male,24,Non-White,0,8,0,1,7,-97.0,97.0,2,1,2,Low,9,97.0,31.0
Male,52,White,0,1,0,0,0,-3.0,3.0,3,0,1,Low,1,1.0,0.0
Male,33,White,0,1,0,0,0,-2.0,2.0,2,0,1,Low,1,1.0,0.0
Male,21,Non-White,0,4,0,0,2,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,44,White,0,2,0,0,3,0.0,1.0,3,1,3,Low,1,11.0,44.0
Male,46,White,0,2,0,0,0,-1.0,1.0,3,1,2,Low,1,1.0,0.0
Female,28,Non-White,0,2,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,28,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,55,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,28,Non-White,1,5,0,0,5,-1.0,1.0,3,1,3,High,5,170.0,0.0
Male,66,Non-White,0,2,0,0,5,-1.0,1.0,3,1,2,Low,1,1.0,3.0
Male,30,Non-White,0,1,0,0,0,-2.0,2.0,3,0,1,Low,1,1.0,0.0
Male,20,White,0,3,0,0,0,0.0,0.0,2,0,1,Low,6,-1.0,0.0
Male,27,Non-White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Female,24,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,25,Non-White,0,3,0,0,3,-1.0,1.0,3,1,3,Low,4,5.0,42.0
Male,53,White,0,1,0,0,0,0.0,1.0,3,0,1,Low,1,1.0,0.0
Male,35,Non-White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,52,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,34,Non-White,0,2,0,0,1,-23.0,23.0,3,0,1,Low,1,23.0,0.0
Male,42,White,0,8,0,0,5,-1.0,1.0,3,0,1,Low,3,298.0,0.0
Male,30,Non-White,0,9,0,0,8,-1.0,1.0,3,0,1,Low,9,881.0,0.0
Male,31,White,0,9,0,0,8,-31.0,31.0,2,0,1,Low,2,28.0,0.0
Male,47,Non-White,0,6,0,0,15,-1.0,0.0,3,0,1,Low,3,1.0,0.0
Female,39,Non-White,0,5,0,0,1,7.0,121.0,3,0,1,Low,5,62.0,0.0
Male,47,Non-White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,28,Non-White,0,2,0,0,1,-69.0,69.0,3,0,1,Low,3,33.0,0.0
Female,41,Non-White,0,4,0,0,7,0.0,0.0,3,1,3,Low,2,1.0,46.0
Male,26,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,25,Non-White,0,5,0,0,2,-27.0,27.0,2,1,2,Low,4,1.0,1.0
Female,31,Non-White,0,6,0,0,1,0.0,0.0,3,0,1,Low,3,1.0,0.0
Female,50,Non-White,0,1,0,0,0,0.0,1.0,3,0,1,Low,1,1.0,0.0
Male,24,Non-White,0,4,0,0,2,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,55,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,22,Non-White,0,9,0,0,2,0.0,1.0,3,1,2,Low,10,6.0,10.0
Female,29,Non-White,0,2,0,0,2,0.0,1.0,2,1,2,Low,2,-1.0,0.0
Male,25,Non-White,0,9,0,0,7,0.0,1.0,3,1,2,Low,9,1.0,1.0
Male,50,White,0,6,0,0,18,171.0,577.0,2,1,3,Low,3,32.0,1.0
Male,50,Non-White,0,1,0,0,5,-1.0,1.0,3,1,2,High,1,3.0,1.0
Female,20,White,0,6,0,0,0,-1.0,1.0,2,1,2,Low,6,1.0,0.0
Male,56,White,0,7,0,0,5,-1.0,1.0,2,1,2,High,3,1.0,0.0
Male,19,Non-White,0,8,0,0,0,-1.0,1.0,3,0,1,Low,8,1.0,0.0
Male,25,Non-White,0,8,0,0,5,-1.0,1.0,3,1,2,Low,7,1.0,0.0
Female,48,Non-White,0,1,0,0,1,-1.0,9485.0,3,0,1,Low,1,1.0,0.0
Male,21,Non-White,0,9,0,0,1,-1.0,1.0,3,0,1,Low,10,1.0,0.0
Male,31,White,0,1,0,0,2,0.0,1.0,2,1,2,Low,2,33.0,26.0
Male,35,White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,25,Non-White,0,7,0,0,6,-1.0,1.0,2,1,2,Low,8,39.0,5.0
Male,34,Non-White,0,3,0,0,2,-1.0,1.0,3,1,2,Low,2,1.0,1.0
Male,32,Non-White,0,7,0,0,0,-1.0,1.0,3,0,1,Low,4,24.0,0.0
Male,33,Non-White,0,2,0,0,1,-90.0,90.0,2,0,1,Low,4,46.0,0.0
Female,31,Non-White,0,3,0,0,1,0.0,1.0,3,1,2,Low,1,33.0,359.0
Female,49,Non-White,0,1,0,0,1,33.0,35.0,3,0,1,Low,1,9.0,0.0
Male,29,Non-White,0,6,0,0,6,67.0,93.0,3,1,2,Low,4,45.0,0.0
Male,25,Non-White,0,8,0,0,2,-96.0,96.0,3,0,1,Low,6,62.0,0.0
Male,26,Non-White,0,8,0,0,13,31.0,122.0,2,1,2,Low,5,11.0,1.0
Female,44,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,51,Non-White,0,2,0,0,2,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,58,Non-White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,2,35.0,0.0
Male,31,Non-White,0,7,0,0,11,0.0,1.0,2,1,2,Low,7,1.0,1.0
Female,26,White,0,3,0,1,2,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,28,Non-White,0,2,0,0,3,-1.0,1.0,2,1,2,Low,3,8.0,0.0
Female,47,Non-White,0,1,0,0,1,-61.0,61.0,3,0,1,Low,1,2.0,0.0
Male,40,Non-White,0,2,0,0,7,-1.0,2.0,3,0,1,Low,2,1.0,0.0
Male,19,Non-White,0,3,0,0,1,-18.0,18.0,3,0,1,Low,6,1.0,0.0
Male,20,Non-White,0,4,0,0,1,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,25,White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,27,Non-White,0,9,1,0,10,-1.0,1.0,3,1,2,Low,8,14.0,0.0
Male,24,Non-White,0,9,0,2,0,-1.0,1.0,3,1,3,Low,9,6.0,2.0
Male,49,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,28,Non-White,0,9,0,0,1,-1.0,1.0,2,0,1,Low,6,1.0,0.0
Female,40,White,0,2,0,0,0,0.0,0.0,3,0,1,Low,2,1.0,0.0
Male,25,Non-White,0,10,0,0,3,-1.0,1.0,3,0,1,Low,6,602.0,0.0
Male,22,Non-White,0,6,0,0,4,-12.0,12.0,2,0,1,Low,5,1.0,0.0
Male,28,Non-White,0,2,0,0,5,-1.0,0.0,3,1,2,Low,2,3.0,118.0
Female,51,White,0,1,0,0,1,-98.0,98.0,3,0,1,Low,1,1.0,0.0
Male,24,Non-White,0,6,0,0,2,-1.0,1.0,3,1,2,Low,5,1.0,1.0
Male,49,White,0,1,0,0,1,-26.0,26.0,2,0,1,Low,1,1.0,0.0
Male,33,White,0,7,0,0,0,-1.0,1.0,2,1,2,Low,4,23.0,1.0
Male,34,Non-White,0,3,0,0,6,74.0,75.0,3,1,2,Low,1,131.0,22.0
Female,25,Non-White,0,8,0,0,3,0.0,0.0,3,0,1,Low,7,1.0,0.0
Male,30,Non-White,0,8,0,1,8,-42.0,42.0,2,1,3,High,4,32.0,35.0
Male,44,White,0,7,0,0,0,-1.0,1.0,3,1,2,Low,2,21.0,24.0
Male,52,Non-White,0,7,0,1,7,-1.0,164.0,1,0,1,Low,7,68.0,0.0
Male,41,Non-White,0,6,0,3,12,0.0,0.0,3,1,2,High,3,1.0,1.0
Male,41,Non-White,0,10,0,0,16,-1.0,1.0,3,0,1,Low,4,367.0,0.0
Male,46,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,57,Non-White,0,1,0,0,2,-1.0,4620.0,2,0,1,Low,1,1.0,0.0
Female,44,White,0,3,0,0,1,-31.0,31.0,2,0,1,Low,1,30.0,0.0
Male,32,Non-White,0,9,0,0,0,0.0,1.0,3,0,1,Low,6,1.0,0.0
Female,27,White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,36,Non-White,0,9,0,0,1,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,30,Non-White,0,8,0,0,1,-1.0,1.0,2,0,1,Low,6,1.0,0.0
Male,28,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,3,5.0,0.0
Female,44,White,0,6,0,0,3,-1.0,1.0,3,0,1,Low,2,27.0,0.0
Male,48,Non-White,0,7,0,0,0,-1.0,1.0,3,0,1,Low,6,76.0,0.0
Male,31,White,0,4,0,0,3,-1.0,1.0,2,1,2,Low,3,1.0,1.0
Male,29,Non-White,1,10,0,0,8,-1.0,1.0,3,1,3,High,9,6.0,0.0
Female,26,White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,37,Non-White,0,2,0,0,1,0.0,1.0,3,0,1,Low,2,1.0,0.0
Female,27,Non-White,0,3,0,0,1,0.0,1.0,2,0,1,Low,3,-1.0,0.0
Male,21,Non-White,0,5,0,0,1,-1.0,1.0,2,0,1,Low,6,15.0,0.0
Male,23,Non-White,1,8,0,0,5,24.0,1.0,3,1,3,High,6,1.0,155.0
Male,27,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,25,White,0,9,0,0,4,-30.0,30.0,3,0,1,Low,7,1.0,0.0
Female,49,Non-White,0,10,0,0,25,-1.0,1.0,3,1,3,Low,5,9.0,28.0
Male,35,Non-White,0,5,0,0,2,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,57,White,0,1,0,0,0,-1.0,2.0,3,0,1,Low,1,1.0,0.0
Female,45,White,0,3,0,0,1,0.0,1.0,2,0,1,Low,2,41.0,0.0
Male,35,Non-White,0,2,0,0,0,-1.0,1.0,3,1,2,High,2,87.0,2.0
Female,25,Non-White,0,8,0,0,1,-1.0,1.0,2,1,2,High,3,1.0,7.0
Female,26,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Female,52,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,32,Non-White,1,7,0,0,2,15.0,353.0,2,1,2,Low,6,1.0,0.0
Male,35,Non-White,0,6,0,0,9,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,32,Non-White,0,9,0,0,0,-1.0,1.0,2,0,1,Low,7,1.0,0.0
Female,23,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Female,25,White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,23,Non-White,1,10,1,2,4,-1.0,1.0,3,0,1,Low,10,31.0,0.0
Male,25,Non-White,0,8,0,0,2,-1.0,1.0,2,0,1,Low,6,1.0,0.0
Female,26,Non-White,0,8,0,0,0,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,31,Non-White,0,8,0,0,9,0.0,0.0,3,1,2,Low,5,1.0,52.0
Male,22,Non-White,0,4,0,0,0,-1.0,1.0,2,1,2,Low,7,1.0,0.0
Female,20,White,0,8,0,0,0,-1.0,1.0,3,1,3,Low,9,18.0,33.0
Male,24,Non-White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,26,Non-White,0,10,0,1,5,-472.0,465.0,2,0,1,Low,7,5.0,0.0
Male,37,Non-White,0,7,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,29,Non-White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,34,Non-White,0,2,0,0,0,-2.0,2.0,3,0,1,Low,1,2.0,0.0
Male,29,Non-White,0,7,0,1,9,-1.0,1.0,3,1,2,Low,4,1.0,0.0
Male,49,White,0,1,0,0,3,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,31,Non-White,0,2,0,0,2,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,59,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,51,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,39,Non-White,0,1,0,0,2,-1.0,1.0,2,1,2,Low,1,1.0,5.0
Male,23,Non-White,0,5,0,1,1,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,27,Non-White,0,1,0,0,3,-1.0,1.0,3,1,2,Low,2,1.0,1.0
Male,22,Non-White,0,9,0,0,1,-1.0,1.0,3,0,1,Low,7,4.0,0.0
Female,22,White,0,9,0,0,0,-1.0,1.0,2,0,1,Low,7,1.0,0.0
Male,21,White,0,9,0,0,0,-1.0,1.0,3,1,2,Low,9,1.0,45.0
Male,34,White,0,6,0,0,10,0.0,1.0,3,0,1,Low,1,14.0,0.0
Male,36,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,21,Non-White,0,4,0,0,2,-22.0,22.0,3,0,1,Low,7,1.0,0.0
Male,30,Non-White,0,6,0,1,10,-8.0,9.0,3,1,3,Low,2,7.0,1.0
Male,31,White,0,7,0,0,3,0.0,0.0,2,0,1,Low,9,1.0,0.0
Female,29,Non-White,0,3,0,0,0,-3.0,3.0,2,0,1,Low,2,1.0,0.0
Male,47,Non-White,0,1,0,0,5,-1.0,1.0,2,1,2,Low,1,1.0,2.0
Male,55,Non-White,0,3,0,0,2,-28.0,28.0,2,0,1,Low,4,27.0,0.0
Female,19,Non-White,0,10,1,0,1,-1.0,1.0,3,0,1,Low,8,2.0,0.0
Male,20,Non-White,0,7,0,0,1,-1.0,1.0,3,0,1,Low,8,246.0,0.0
Male,71,Non-White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,75,White,0,1,0,0,2,-12.0,12.0,3,0,1,Low,1,4.0,0.0
Male,25,Non-White,0,10,0,0,7,258.0,134.0,3,1,3,Low,10,14.0,0.0
Male,26,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,24,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,43,Non-White,0,1,0,0,1,-3.0,3.0,3,0,1,Low,1,1.0,0.0
Male,27,Non-White,1,9,2,0,11,-1.0,1.0,3,0,1,Low,10,3.0,0.0
Female,20,White,0,9,0,0,2,28.0,36.0,3,0,1,Low,9,1.0,0.0
Male,28,White,0,4,0,0,4,-1.0,1.0,3,0,1,Low,3,190.0,0.0
Female,33,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,54,White,0,3,0,0,3,-1.0,1.0,3,1,3,High,2,8.0,31.0
Male,57,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,54,White,0,9,0,0,11,-127.0,127.0,3,1,3,Low,6,14.0,64.0
Male,30,Non-White,0,2,0,0,2,-1.0,1.0,3,0,1,Low,2,16.0,0.0
Male,27,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Female,23,Non-White,0,3,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,40,White,0,3,0,0,9,0.0,0.0,3,0,1,Low,4,25.0,0.0
Male,21,White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,6,2.0,0.0
Female,31,Non-White,0,8,0,0,4,0.0,0.0,3,0,1,Low,5,1.0,0.0
Male,29,White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
